pair,range_expansion,extreme_upper,extreme_lower,consecutive_bars,bars,exhaustions,signals,n_long,n_short,signal_rate,win_rate,mean_return,sharpe,ic,ic_pval,reduction_ratio
USDJPY,0.8,0.85,0.2,4,2049,67,39,18,21,1.903367496339678,51.28205128205128,8.920430432133821e-05,8.584092513534635,0.24222601160055582,0.1373555256901152,0.582089552238806
USDJPY,0.8,0.85,0.15,2,2049,256,138,57,81,6.734992679355783,52.89855072463768,0.0002046618167806581,14.960371137819001,0.15387161199108232,0.07156315724365445,0.5390625
USDJPY,0.8,0.85,0.15,3,2049,125,70,30,40,3.4163006344558324,51.42857142857142,0.00019543604628737357,15.640619604371194,0.20287962056175332,0.09210127227614219,0.56
USDJPY,0.8,0.85,0.15,4,2049,62,35,14,21,1.7081503172279162,48.57142857142857,7.530052362828079e-05,7.815333138296857,0.25987779761579205,0.131641231102342,0.5645161290322581
USDJPY,1.0,0.65,0.35,2,2049,375,224,109,115,10.932162030258663,54.46428571428571,0.00014099765670343603,11.092363975900858,0.1297721643029087,0.052428910601298916,0.5973333333333334
USDJPY,1.0,0.65,0.35,3,2049,184,113,51,62,5.514885309907272,51.32743362831859,7.515929166969544e-05,5.9048537460364905,0.08995642703572673,0.34336341269974846,0.6141304347826086
USDJPY,1.0,0.65,0.35,4,2049,93,59,28,31,2.8794533918984873,44.06779661016949,-8.63312413833001e-05,-7.9719519993410115,-0.05182203776047581,0.6966859629705398,0.6344086021505376
USDJPY,1.0,0.65,0.3,2,2049,355,208,93,115,10.151293313811616,54.807692307692314,0.00014948749693961762,11.443025946886989,0.14421402660557398,0.03768850178739734,0.5859154929577465
USDJPY,1.0,0.65,0.3,3,2049,174,105,43,62,5.124450951683748,52.38095238095239,9.070088606571727e-05,6.91610786973613,0.12907505466528535,0.18942224601954916,0.603448275862069
USDJPY,1.0,0.65,0.3,4,2049,86,52,21,31,2.537823328452904,44.230769230769226,-8.056748485920127e-05,-7.0821353746235065,0.02219708942120251,0.8758804020862863,0.6046511627906976
USDJPY,1.0,0.65,0.25,2,2049,338,192,77,115,9.370424597364568,56.25,0.00018260401979529098,13.981413493242288,0.1757249674047206,0.014768026854932021,0.5680473372781065
USDJPY,1.0,0.65,0.25,3,2049,168,99,37,62,4.831625183016105,53.535353535353536,0.0001485693172034814,11.840315819006722,0.1943401416880117,0.053914607625962674,0.5892857142857143
USDJPY,1.0,0.65,0.25,4,2049,82,48,17,31,2.342606149341142,43.75,-4.3271715510273534e-05,-3.918716329211153,0.0833267072212089,0.5733889176471791,0.5853658536585366
USDJPY,1.0,0.65,0.2,2,2049,306,170,55,115,8.296730112249879,54.70588235294118,0.00016588004344362186,12.482857435725736,0.16129269000426483,0.03561799114728619,0.5555555555555556
USDJPY,1.0,0.65,0.2,3,2049,156,92,30,62,4.489995119570523,52.17391304347826,0.00012171678413439507,9.744756240949854,0.18160814207716047,0.08317641779034744,0.5897435897435898
USDJPY,1.0,0.65,0.2,4,2049,76,45,14,31,2.1961932650073206,44.44444444444444,-6.675060003459422e-05,-6.409752203693073,0.129362544257167,0.39702995240908723,0.5921052631578947
USDJPY,1.0,0.65,0.15,2,2049,286,159,44,115,7.759882869692533,54.088050314465406,0.00017031613367039536,12.742892296504653,0.17243889239828555,0.02974090438055898,0.5559440559440559
USDJPY,1.0,0.65,0.15,3,2049,148,86,24,62,4.19716935090288,51.162790697674424,0.00013506089994594673,10.902204188593254,0.21303464444319076,0.04891147262304973,0.581081081081081
USDJPY,1.0,0.65,0.15,4,2049,72,42,11,31,2.049780380673499,42.857142857142854,-7.280026073999557e-05,-7.459179328649488,0.14966907838368146,0.344129450884174,0.5833333333333334
USDJPY,1.0,0.7,0.35,2,2049,360,213,109,104,10.395314787701318,54.929577464788736,0.00016662335191277702,13.142767588921227,0.1492383541953952,0.02944671077302242,0.5916666666666667
USDJPY,1.0,0.7,0.35,3,2049,178,108,51,57,5.27086383601757,52.77777777777778,0.0001068312045655822,8.371697435268876,0.11928266850729728,0.2188496343579867,0.6067415730337079
USDJPY,1.0,0.7,0.35,4,2049,91,57,28,29,2.781844802342606,45.614035087719294,-7.002652323919254e-05,-6.4028477136656745,-0.03839521494610812,0.776747632262758,0.6263736263736264
USDJPY,1.0,0.7,0.3,2,2049,340,197,93,104,9.614446071254271,55.32994923857868,0.00017766851887965636,13.620091330834935,0.16414003794674667,0.021177289791493567,0.5794117647058824
USDJPY,1.0,0.7,0.3,3,2049,168,100,43,57,4.880429477794046,54.0,0.00012568363171307605,9.550372252194222,0.15779281697416714,0.11689758564736043,0.5952380952380952
USDJPY,1.0,0.7,0.3,4,2049,84,50,21,29,2.440214738897023,46.0,-6.17495559139547e-05,-5.363663202377747,0.03229212976372998,0.8238293506091585,0.5952380952380952
USDJPY,1.0,0.7,0.25,2,2049,323,181,77,104,8.833577354807224,56.9060773480663,0.00021528878815772211,16.52906201264454,0.19654959606715375,0.008003954415384582,0.5603715170278638
USDJPY,1.0,0.7,0.25,3,2049,162,94,37,57,4.5876037091264035,55.319148936170215,0.0001888631121016165,15.066334299166579,0.22430082370487187,0.029753754419372214,0.5802469135802469
USDJPY,1.0,0.7,0.25,4,2049,80,46,17,29,2.2449975597852614,45.65217391304348,-2.1195889728530403e-05,-1.8979855126905762,0.0932920575163112,0.5374514372736331,0.575
